ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;DISTRITO;TIPO;AUDIENCIA;
10778154;"Alexander y el día terrible, horrible, espantoso, horroroso";"";"1";"0";"";"";"2018-11-02 00:00:00.0";"2018-11-02 23:59:00.0";"18:00";"Un día, Alexander, un niño de once años, se despierta con un chicle pegado al pelo. A partir de ese momento todo irá de mal en peor. Aunque el chico le cuenta sus desgracias a su optimista familia, esta no le hace demasiado caso.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9c229674fc7d5610VgnVCM1000001d4a900aRCRD";"Cine en familia en Miguel Delibes";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a0abbfda1a3d5610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9e8f3d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Miguel Delibes (Moratalaz)";"444597";"4473439";"40.40971737692924";"-3.6529822109115133";"MORATALAZ";"/contenido/actividades/CineActividadesAudiovisuales";"/usuario/Niños,/usuario/Familias";
10760401;"Alguien voló sobre el nido del cuco";"";"0";"1";"M,X,J,V,S,D";"";"2018-10-11 00:00:00.0";"2018-11-04 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c1c1f95997e15610VgnVCM2000001f4a900aRCRD";"Alguien voló sobre el nido del cuco";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b131f95997e15610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD";"Fernán Gómez Centro Cultural de la Villa";"441476";"4475151";"40.424926347610764";"-3.6899208519663427";"SALAMANCA";"/contenido/actividades/TeatroPerformance";"";
10764208;"Alicia en el Pais de las Maravillas";"";"1";"0";"";"";"2018-10-26 00:00:00.0";"2018-10-26 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0e8ead8349165610VgnVCM2000001f4a900aRCRD";"Viernes de cine en la biblioteca";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=655723ab5315e510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)";"448214";"4476029";"40.433291625973624";"-3.6105662311927453";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CineActividadesAudiovisuales";"/usuario/Niños,/usuario/Familias";
10785295;"Alondra Bentley";"";"1";"0";"";"";"2018-11-25 00:00:00.0";"2018-11-25 23:59:00.0";"12:00";"De madre inglesa y padre español, nacida a principios de los años 80 en Lancaster,  Alondra Bentley  escribe canciones que trascienden géneros -pop, folk, rock?- y nacionalidades. El mundo reparó en ella por primera vez con la edición de Ashfield Avenue (2009), su debut. Alondra se convirtió en una de las revelaciones de la música independiente española y de inmediato se embarcó en una larga gira que la llevó por España y el extranjero (ha actuado en Reino Unido, México, Estados Unidos, Francia y China). Sobre el escenario es una presencia angelical, llena de profundidad, emoción y humor.  Su vertiente de actuaciones para niños comenzó con su pasión por los pequeños, su trabajo de docente le hizo aprender a comunicarse de manera positiva y motivadora con ellos, y así publicar su álbum de canciones para menores: ?Alondra sings for children, Its Holidays!? Sus letras hablan de cosas como las vacaciones, los animales, la familia?  En este concierto de pop-folk en inglés didáctico enfocado para niños y niñas, Alondra Bentley les hará pasar un rato divertido de canciones de temas diversos y cierto aprendizaje con juegos.    Para más información del evento";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=393f896116c06610VgnVCM1000001d4a900aRCRD";"Alondra Bentley";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=af6f896116c06610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f3073d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural el Torito (Moratalaz)";"445141";"4473033";"40.40609591857167";"-3.646536107063507";"MORATALAZ";"/contenido/actividades/Musica/CantautorFolkCountry";"/usuario/Niños,/usuario/Familias";
10783411;"Ana Béjar y Javier Colis";"";"0";"0";"";"";"2018-10-03 00:00:00.0";"2018-10-03 23:59:00.0";"20:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d054f23173bf5610VgnVCM1000001d4a900aRCRD";"Ana Béjar y Javier Colis";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9304f23173bf5610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Conde Duque";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"CENTRO";"/contenido/actividades/Musica/RockPop";"";
10785310;"Ander García";"";"1";"0";"";"";"2018-11-30 00:00:00.0";"2018-11-30 23:59:00.0";"19:00";"Ander García presenta el disco HIRU. El contrabajista vasco afincado en Madrid presenta en su tercer disco HIRU (ErrabalJazz) una exploración de la música y la danza vascas, realizando una investigación cuyo objetivo es lograr una voz propia basada en el equilibrio entre la música afroamericana (jazz) y el folclore de su tierra. En esta ocasión, Ander presenta un proyecto a trio o a quinteto, acompañado por el pianista Jorge Castañeda, el batería Mikel Urretagoiena (miembros del joven y floreciente grupo The Machetazo), así como los txalapartaris Iraide Ansorena y Carlos Sagi, dos de los músicos más activos en el País Vasco.El repertorio estará conformado por danzas vizcainas, bertsos míticos, canciones del País Vasco Francés y temas originales. Ander bailará, cantará en euskera y explicará el origen y su enfoque particular de los temas.  Ander García dará este concierto como parte de la programación de Jazz que CiudaDistrito ha preparado durante el mes de noviembre para acompañar al Festival internacional de Jazz.   Para más información del evento";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0f10896116c06610VgnVCM1000001d4a900aRCRD";"Ander García";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3c20896116c06610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=66a7cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Carril del Conde (Hortaleza)";"444516";"4479119";"40.46088953531134";"-3.6544210187969433";"HORTALEZA";"/contenido/actividades/1ciudad21distritos";"";
10762168;"Animalitis cuento más acordeón por Roberto Mezquita";"";"1";"0";"";"";"2018-10-18 00:00:00.0";"2018-10-18 23:59:00.0";"18:00";"ANIMALITIS: dícese de la enfermedad que nos lleva a contar y escuchar cuentos de animales sin parar.  Los cuentos de animales están entre los preferidos por niñas y niños, pues resultan sugerentes, misteriosos, cercanos, fascinantes e inagotables. Y por supuesto, permiten acercarse disimulada y certeramente a las vivencias y problemas cotidianos de los humanos más pequeños y también de los más grandes. Y eso, siempre gusta.  La chispeante presencia del acordeón acabará por redondear la propuesta y nos permitirá además cantar y bailar todo aquello que venga a cuento.  De 4 a 9 años.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0129db847c745610VgnVCM2000001f4a900aRCRD";"Cuentos infantiles en la Biblioteca Pública Municipal Aluche";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4224a209a1c71510VgnVCM2000000c205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7f0e3d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Aluche (Latina)";"435820";"4471982";"40.39597072367931";"-3.7562716852987847";"LATINA";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
10766020;"Animalitis por Roberto Mezquita";"";"1";"0";"";"";"2018-11-07 00:00:00.0";"2018-11-07 23:59:00.0";"18:00";"Animalitis: dícese de la enfermedad que nos lleva a contar y escuchar cuentos de animales sin parar.  Los cuentos de animales están entre los preferidos por niñas y niños, pues resultan sugerentes, misteriosos, cercanos, fascinantes e inagotables. Y por supuesto, permiten acercarse disimulada y certeramente a las vivencias y problemas cotidianos de los humanos más pequeños y también de los más grandes. Y eso, siempre gusta.   La chispeante presencia del acordeón acabará por redondear la propuesta y nos permitirá además cantar y bailar todo aquello que venga a cuento.  De 4 a 9 años.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6ecf464fa2b75610VgnVCM1000001d4a900aRCRD";"Cuentos infantiles en la Biblioteca Pública Municipal José Hierro";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=25373026d31f1510VgnVCM2000000c205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)";"448214";"4476029";"40.433291625973624";"-3.6105662311927453";"SAN BLAS-CANILLEJAS";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños,/usuario/Familias";
10762718;"Animalitis. Cuento con acordeón por Roberto Mezquita";"";"1";"0";"";"";"2018-10-24 00:00:00.0";"2018-10-24 23:59:00.0";"18:00";"ANIMALITIS: dícese de la enfermedad que nos lleva a contar y escuchar cuentos de animales sin parar.  Los cuentos de animales están entre los preferidos por niñas y niños, pues resultan sugerentes, misteriosos, cercanos, fascinantes e inagotables. Y por supuesto, permiten acercarse disimulada y certeramente a las vivencias y problemas cotidianos de los humanos más pequeños y también de los más grandes. Y eso, siempre gusta.  La chispeante presencia del acordeón acabará por redondear la propuesta y nos permitirá además cantar y bailar todo aquello que venga a cuento.  De 4 a 9 años.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=12d89eaf40855610VgnVCM1000001d4a900aRCRD";"Cuentos infantiles en la Biblioteca Pública Municipal Gerardo Diego";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bd5af9692ece1510VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ca903d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas)";"447138";"4469889";"40.37790196240434";"-3.6227296605039516";"VILLA DE VALLECAS";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños,/usuario/Familias";
10764188;"Animalitis. Cuento más acordeón con Roberto Mezquita";"";"1";"0";"";"";"2018-10-09 00:00:00.0";"2018-10-09 23:59:00.0";"18:00";"ANIMALITIS: dícese de la enfermedad que nos lleva a contar y escuchar cuentos de animales sin parar.  Los cuentos de animales están entre los preferidos por niñas y niños, pues resultan sugerentes, misteriosos, cercanos, fascinantes e inagotables. Y por supuesto, permiten acercarse disimulada y certeramente a las vivencias y problemas cotidianos de los humanos más pequeños y también de los más grandes. Y eso, siempre gusta.  La chispeante presencia del acordeón acabará por redondear la propuesta y nos permitirá además cantar y bailar todo aquello que venga a cuento.  De 4 a 9 años.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=62faad8349165610VgnVCM2000001f4a900aRCRD";"Cuentos infantiles en la Biblioteca Pública Municipal Manuel Vázquez Montalbán";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1cf0bd8bcf1f1510VgnVCM2000000c205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b5ca89e2c9e5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán)";"439755";"4478779";"40.45749513485957";"-3.710539712535917";"TETUAN";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
